,SMARCA1,FMO4,HLF,AKAP12,LINC00862,SEMA4A,TUBB3,UGGT2,DBP,GSTM2,STRIP2,ATP13A5,ITGA9-AS1,SDR42E1,NKILA,PRSS12,TEF,PCDHA13,HTR1D,ITGB1-DT,PNMA1,ADAMTS6,LINC00346,FAM83A-AS1,BLOC1S4,TP53I3,VAV2,INSYN1-AS1,PLEKHG2,LINC02598,GVQW2,DNAJC10,CTTNBP2,IBTK,FAM117A,FUBP1,JPH1,WSCD2,SLC52A1,RHOF,ABL2,CBX7,ASTE1,COLCA1,TM9SF1,LRP10,HARS2,SLC9A9,COBLL1,FBXO4,FAM222B,IRX6,SLC15A2,SYNPR-AS1,PVR,SLC1A4,KLRG2,LINC00240,BZW1,train_mean_me1,train_mean_me2,train_mean_me3
TRAIN_0468,4.8339,1.7981,3.898,4.0506,-3.0862,6.1009,0.3198,4.7871,3.875,6.0329,2.2188,0.0838,0.7685,4.9417,-0.0742,2.7801,4.3661,-4.1857,-1.5012,-3.5336,4.5456,0.4908,3.0744,0.9785,3.1931,4.8544,5.1177,-0.0742,4.3507,-3.2926,-2.4695,7.1769,2.4643,5.9393,4.3814,6.6077,3.6607,2.6847,1.6399,1.395,5.0435,3.8796,3.305,5.2456,3.3744,8.4292,4.6754,4.4337,5.8863,3.9677,4.562,1.7718,4.8638,-1.1104,4.5349,6.5353,2.3971,-0.3931,7.3054,0.033044149,-0.019668512,0.01252866
TRAIN_0469,5.416,2.6092,6.3063,4.2244,-4.6891,6.3136,-0.2166,4.515,4.1757,4.4673,0.9605,0.1285,0.9256,4.8628,0.7372,5.8957,6.1068,-4.6891,-2.153,-2.6187,5.0548,1.0058,0.4888,-2.4874,3.0265,3.9995,4.4973,-3.5516,5.6007,-2.7631,-1.3963,6.7444,4.2434,5.4405,2.8823,5.7962,5.2301,3.781,3.8981,1.0388,5.6326,4.7105,3.9026,2.4381,3.5272,7.6169,4.8088,4.7992,6.4232,4.4231,5.3185,3.5936,4.7493,-0.2166,4.6899,7.7533,3.1997,0.1689,6.952,0.053884185,-0.053846965,0.049753116
TRAIN_0470,6.3158,2.4933,2.0809,3.2292,-1.5577,6.7456,-2.0786,4.0835,5.208,5.1976,3.2004,1.4906,2.189,4.5834,1.7773,2.3492,5.2169,0.9903,-2.3542,-5.0172,3.8887,-0.5798,0.7466,0.7466,4.3397,4.5772,3.0254,-3.7948,5.6661,-0.6714,1.2621,6.244,0.5778,7.1713,4.7204,6.8,2.5803,1.6024,3.8147,0.5778,4.8434,3.2418,4.4592,5.4569,2.9885,5.3968,4.6116,2.0309,6.0608,2.1156,4.0318,3.7455,4.9249,0.7988,5.6585,5.4032,3.0254,0.4959,6.8127,0.039519121,0.01482399,-0.041958044
TRAIN_0471,3.7826,1.3203,6.1027,2.9094,-4.9465,5.7942,-0.4229,3.778,3.3709,4.8322,2.4826,2.2268,1.9074,4.7775,-1.7765,4.2735,5.8357,-6.5314,-2.1391,-3.3615,5.0956,-0.6007,2.3481,-4.2095,3.074,3.8294,4.8343,1.3934,3.2903,-3.7241,0.21,7.2082,4.6291,5.0652,4.8134,5.6161,3.9084,5.3378,3.4979,1.148,4.0694,4.5985,3.3435,7.1193,3.3978,7.9748,3.9911,5.1927,6.1355,4.2959,4.542,5.1192,3.5006,0.9198,3.5006,8.03,5.015,-1.8876,7.0969,0.047844405,-0.050938675,0.058864549
TRAIN_0472,4.89,2.4155,3.7517,4.1778,-2.519,5.797,1.0973,4.0364,3.5917,5.7035,0.8984,0.3311,1.0973,4.5657,1.3572,2.1844,5.0099,-3.0665,-0.6172,-2.519,5.5632,-0.0804,0.1035,-2.3746,3.3245,3.8993,4.386,-3.0665,4.4993,-3.0665,0.1035,6.4953,2.6146,5.1992,3.3637,5.9548,4.6734,0.5092,2.857,1.0469,5.0025,4.5248,3.434,3.6435,3.0926,7.6837,4.0887,4.791,5.9106,4.1317,4.691,2.1004,4.4958,-0.0527,6.1017,6.3699,3.6222,-0.7445,6.8428,0.036959055,-0.010903165,0.016759062
TRAIN_0473,5.6586,3.14,4.488,2.6484,-2.5696,5.2356,-0.1249,3.4772,3.5936,3.5756,-0.1249,0.4893,1.8379,3.3716,0.2828,4.454,4.9738,-1.3473,-1.216,-2.9322,4.939,-0.4542,0.7996,-1.6521,4.2305,6.3529,3.973,-4.1546,3.3184,-3.4176,-1.216,6.5691,-0.6952,6.0082,3.8659,5.8921,3.9968,-1.3473,3.6549,2.5131,3.7977,4.6036,2.3319,4.0949,2.5958,7.658,4.5902,4.5699,4.4929,4.2277,4.1507,-0.1249,6.977,1.1059,3.8989,5.2821,0.2828,2.5036,7.5624,-0.014479216,-0.020589011,0.011866204
TRAIN_0474,5.1727,1.7544,0.5247,4.0872,-1.7719,6.8178,2.7894,5.5975,3.3174,4.0366,1.0883,0.6703,0.2123,4.3919,2.7407,5.8483,4.2114,1.0355,1.1054,-3.9735,6.6392,0.499,5.5465,-1.5406,4.1752,6.2239,4.8473,-6.2954,6.835,-3.9735,-1.6516,8.9603,0.446,6.4177,4.4435,6.5109,2.5087,-0.8692,3.0861,1.6294,5.1261,5.395,2.4892,2.784,2.931,8.7605,4.5834,3.4067,5.3525,2.1266,5.4337,0.6234,2.2476,-0.8692,5.4106,5.5067,3.1413,-0.7409,7.4463,-0.02038665,0.047414411,0.039986112
TRAIN_0475,5.9257,3.3907,5.1119,4.9354,-1.7778,5.2449,3.505,4.3635,3.7661,2.0401,0.1586,-1.5065,1.2407,4.0107,2.866,4.9087,5.2953,-1.2783,0.0507,-0.7532,4.2838,-0.0967,4.0375,-1.0812,3.867,5.2856,4.5595,-5.0509,2.6838,-5.0509,-1.3504,7.4998,1.5391,6.1016,4.1788,5.8762,2.7457,-0.296,3.1207,1.3242,4.2322,4.5005,2.5114,3.9082,3.2081,8.1148,4.7267,3.453,5.6836,4.0107,5.0925,0.4831,5.6148,1.2159,4.5509,5.5375,-0.2608,0.8956,8.058,-0.015898074,0.007455354,0.00639047
TRAIN_0476,5.4959,2.2848,7.1282,3.0084,-4.1582,5.4199,0.1876,4.1772,5.0374,2.5095,2.005,-0.2513,0.9151,2.8229,0.3229,1.6232,6.0901,-5.7432,-2.9358,-2.5732,3.6894,-0.5337,-0.3169,-0.2513,3.681,4.9177,4.423,0.1876,3.8399,-2.0427,-1.4952,6.3703,-0.0707,4.795,4.797,6.0798,3.347,0.2341,0.796,1.7882,3.5765,5.6028,3.459,4.4602,3.0151,9.0414,4.0754,3.9694,5.0092,5.1464,5.1372,6.6559,5.3529,0.0897,4.4941,3.5446,-3.4212,1.8642,7.088,-0.027929699,0.002212566,-0.004209736
TRAIN_0477,6.8215,1.5504,4.2987,4.9494,-4.7412,6.8841,1.4748,4.8128,3.4437,3.3656,1.936,-2.0782,0.5687,4.6244,1.0048,5.1712,5.4744,-2.0782,-0.3038,-2.2387,5.1204,-0.2601,4.0801,0.3881,3.6921,4.4195,5.6422,-0.4933,7.3234,-6.3261,-1.4682,7.0373,0.2738,6.3584,4.6171,6.5014,2.9616,-2.4193,0.6164,1.8083,5.2241,5.3254,2.9616,2.8809,2.8612,8.3159,5.1592,4.239,6.0383,2.8711,5.7577,-0.5448,4.3222,1.4618,6.2258,5.5759,0.1496,0.6625,7.4213,-0.023085314,0.001200459,-0.012741016
TRAIN_0479,6.0423,3.4306,6.4471,4.4923,-4.0305,6.7618,0.3619,4.3576,4.1504,5.0394,1.3411,2.0864,1.8619,4.0854,0.9237,4.9678,5.4919,-0.4217,-2.1045,-4.7674,3.9038,-0.0856,-0.2439,-0.6245,2.9353,3.8436,6.0804,-1.9601,4.8281,-6.3524,-2.1045,6.454,1.6192,6.0525,4.4347,6.4759,4.4954,0.681,2.2586,0.905,5.3631,5.4841,3.0248,4.762,2.9121,8.5785,4.7633,3.2194,5.8072,3.562,4.6817,4.3747,6.0741,0.3891,5.1198,4.0041,-2.2649,1.0313,6.8102,-0.022532188,0.038942511,-0.043568521
TRAIN_0480,6.9815,3.023,5.143,4.5763,-0.7653,6.0115,1.5087,4.1128,3.7008,4.2808,-0.005,0.7999,0.5625,3.8926,0.5857,4.6221,5.0921,0.3065,1.1198,-3.5727,4.4313,-0.2715,-0.8882,-1.1706,4.2429,4.1581,5.1253,-6.38,5.476,-4.7951,-1.8565,6.5769,0.4144,6.2873,4.8227,7.0051,4.1908,-0.8882,2.0588,2.163,5.6837,5.2607,3.1178,2.2087,2.9441,7.5113,5.1731,2.9885,5.2643,4.2208,5.1548,-2.1321,6.0125,1.3682,4.8613,5.6461,-0.4493,0.7798,6.6212,-0.023499625,0.047446984,-0.025071715
TRAIN_0481,4.2706,1.2301,2.925,4.2461,-7.0131,6.2854,1.9784,3.7951,3.1951,5.5244,1.4174,-1.5212,1.2012,-2.3692,0.1866,3.7089,3.8611,-7.0131,0.0203,-3.3127,4.5401,0.4707,0.4707,-2.1551,3.7292,4.8798,5.9633,-3.3127,4.1091,-5.4281,-0.3837,7.2096,1.7385,5.6789,4.3318,5.9761,5.1752,4.4631,2.5202,0.9117,5.6498,4.1612,3.4637,5.4486,3.3974,8.1865,4.591,3.8596,6.8205,2.5961,4.9964,2.1239,3.2313,-1.3407,5.3562,7.5709,4.2103,-2.7652,7.5995,0.04210984,0.019848615,0.023766018
TRAIN_0482,6.3216,2.3381,1.5354,4.8788,-2.0459,5.7597,3.1612,3.8661,2.9718,4.0778,3.2793,0.2934,-0.4321,3.7211,2.5768,4.4259,4.9579,-3.6308,-1.8808,-2.4464,5.9243,0.9704,2.5299,2.1167,3.6654,5.2703,6.7861,-5.5053,5.6404,-3.1834,-1.3089,7.0474,-0.4038,5.4698,3.8234,6.9462,4.5166,-2.2323,0.2585,2.3875,5.9253,4.5459,3.9005,3.7731,3.2305,8.5015,4.6261,2.3753,5.4996,4.0358,5.616,0.6171,5.1873,-1.8049,5.9675,6.0688,1.8841,-0.5204,7.6587,0.032431444,-0.026727887,0.022325793
TRAIN_0483,6.2036,3.9531,2.7767,4.43,-3.3271,5.9237,3.6866,4.9287,5.2855,3.2189,2.5824,8.3086,0.4455,4.6082,1.5744,4.6884,5.3844,-4.9121,-2.4096,-1.7422,5.1899,1.3671,3.2155,0.7976,4.3492,6.4667,6.0914,-3.6897,5.5236,-0.431,-1.0052,6.8757,3.044,5.3752,3.6616,5.8274,5.4806,-3.6897,2.1859,-0.6144,4.872,3.6791,3.7161,1.4513,2.517,7.5037,4.6597,3.7826,5.4969,4.5177,4.6056,-0.6642,6.7954,-1.1395,5.2507,4.6147,0.8693,1.5309,6.8329,0.049148456,-0.026558945,0.043057366
TRAIN_0484,6.284,3.2866,3.3488,5.493,-3.0422,5.9392,-0.4759,3.5135,5.3096,3.7916,1.8158,3.2727,1.0055,4.0064,3.0338,5.9037,5.0375,-3.5727,-0.2349,-6.7427,4.6011,-0.9098,-0.5929,-6.7427,4.3937,2.928,4.168,-5.1577,5.0243,-1.0702,0.5147,7.0406,2.1552,5.4029,4.0247,6.7744,5.408,-3.2832,3.2446,0.7887,4.9797,4.258,4.3051,4.9346,2.694,7.2489,4.4428,2.4981,5.5863,2.9386,4.6598,4.2956,6.9398,0.7249,6.0074,8.2607,2.694,1.4813,6.6748,0.037467385,-0.004797075,-0.021145859
TRAIN_0485,6.0681,3.5049,2.9284,5.9055,-1.8436,5.1502,1.8922,3.2857,4.4507,4.7998,1.8352,2.3646,0.6031,3.7307,1.0787,3.5631,5.9907,-3.9904,-2.0429,-2.8909,5.2103,0.0726,0.0726,0.168,3.9909,4.1203,4.327,-5.2128,7.4489,-0.608,-0.6893,6.8085,2.5532,5.0959,4.1099,6.4491,4.4412,-0.9649,3.2398,1.0288,5.0551,4.4531,2.6389,2.1359,2.7472,7.1234,5.1934,4.5778,5.2442,3.5208,5.0559,5.6583,5.102,-0.9649,5.1147,6.9375,2.7891,1.9671,6.6228,0.046895522,-0.003997257,-0.020031565
TRAIN_0486,4.1332,0.5501,1.337,3.8179,-2.5188,5.4457,0.196,4.0471,3.0034,7.5987,2.313,-0.5994,0.8218,4.4339,-0.0766,2.2682,4.1505,-4.7204,-0.1969,-4.235,4.8399,0.3585,-0.1969,0.7455,3.8471,4.7573,4.9886,-2.2875,4.4748,-3.8724,-1.3144,6.7641,0.565,5.4122,2.7504,6.4628,3.3185,-2.1844,3.3975,1.5313,6.2024,4.094,2.9392,2.1598,4.1653,8.4794,5.7206,2.6033,6.5939,2.8869,4.4992,1.7937,3.2303,-3.1355,5.3111,4.1738,3.0908,-0.8525,6.5128,0.036386641,0.005148006,0.011945869
TRAIN_0487,7.3799,2.7977,5.5427,3.7909,2.4778,3.9259,1.8639,4.5317,2.691,4.406,0.4262,1.2073,-0.5323,3.8908,2.9516,0.6346,2.5503,-2.0123,2.8192,-3.9383,4.2002,2.2515,1.9345,1.9443,4.192,5.5116,3.2692,-6.2603,4.5607,-0.6456,-1.7367,7.0207,0.2789,6.6091,3.9698,6.6306,3.389,-2.1728,2.5439,3.0951,5.588,3.0639,2.9072,0.4262,3.3415,8.1495,5.2401,3.4591,4.9965,1.7676,5.7309,1.5276,6.0097,-0.4274,6.0179,5.9293,2.5112,0.6101,6.875,-0.024104518,0.036635219,-0.016603868
TRAIN_0488,7.2909,2.1877,6.5095,3.6945,0.114,5.7126,1.7571,4.0676,3.646,3.6974,4.2488,-0.0761,1.7685,4.4737,1.7571,4.3373,3.7471,0.1492,-2.319,-3.904,3.8866,-0.0361,-1.2717,1.087,3.7239,4.9409,5.9337,-4.6409,7.8247,-3.056,-0.9405,7.0987,0.0409,5.7177,5.0083,6.7339,5.2463,0.0409,0.7166,1.175,5.5328,3.9726,2.629,2.9365,3.0479,7.5461,5.1627,3.1643,6.3982,4.4527,5.4112,2.0173,5.2764,0.114,6.5048,4.8041,-0.6713,1.1578,7.2676,-0.036274484,0.067824458,-0.031627123
TRAIN_0489,6.6259,2.4851,2.9501,5.2674,-2.6186,4.88,2.6725,4.7665,3.8012,2.9501,1.6525,-0.5911,1.1808,2.4916,1.8256,1.2124,5.1057,-3.9971,-4.7341,-4.7341,4.781,-0.1693,3.8819,-0.7644,3.8572,3.5186,5.3827,-3.9971,5.778,-3.9971,-2.8596,7.1362,1.7631,6.7877,5.018,6.631,2.0861,-2.4121,-0.4364,1.8659,6.5061,4.6228,3.0797,1.3883,2.7281,8.0255,4.6604,2.7711,5.4085,4.3167,5.5882,-0.1292,3.2259,1.1156,5.5762,5.6384,-0.8928,0.4492,7.6851,-0.033781503,-0.011710678,-0.010885726
TRAIN_0490,6.9664,1.2699,6.5303,4.687,-2.0085,5.3625,4.0506,4.2694,3.1473,2.515,2.0835,-2.4631,0.0394,1.1527,2.2062,2.3385,4.7293,-0.5598,1.4367,0.6086,4.837,-0.2991,3.556,6.0618,3.7714,6.034,6.3551,-5.633,5.998,-7.218,-2.5741,7.2952,0.5699,6.0705,4.5281,6.3456,4.3188,-1.6033,-0.4236,4.5809,5.8783,3.9897,2.3309,2.9507,3.5243,8.7167,4.7604,3.0216,4.8974,3.3241,6.9816,-1.1519,3.7061,-1.1956,6.3584,4.6074,3.4123,-0.0784,8.0701,-0.029795177,0.061330732,0.005931976
TRAIN_0491,5.9793,2.2778,1.7159,4.7732,-1.5141,5.1084,2.8927,4.7606,3.8374,3.1248,4.4573,-1.0026,0.1505,3.0385,3.2656,2.7011,5.0244,-2.2107,2.7846,-0.3545,5.4895,-0.1029,3.5561,3.0823,3.5814,5.0557,6.2632,-7.0687,5.4133,-4.2614,-1.7112,7.3756,0.3659,6.0954,4.4166,6.7424,3.2745,-1.1861,0.1697,3.4019,6.3519,5.0124,3.2811,0.5679,3.0306,8.1897,5.1059,3.8116,4.8808,3.2271,6.3097,-2.8208,2.5948,-0.0575,6.8532,5.4063,2.6845,-0.4394,7.8334,-0.0411712,0.03631595,0.01503728
TRAIN_0492,5.0493,1.8883,4.0413,3.9205,-2.2423,5.6977,4.4415,6.027,4.224,4.3068,2.6411,-2.1521,1.3388,3.2578,1.3619,1.5684,5.0811,-4.8746,0.1164,-3.7371,5.6183,0.2711,3.4961,-1.088,4.4702,4.0579,6.3432,-7.1965,6.3675,-7.1965,-1.9871,6.652,0.4401,5.1987,3.9765,6.7395,4.3983,-1.4152,2.6474,2.2192,5.2744,4.1294,3.5938,3.9853,3.4043,8.0219,5.65,1.0656,4.9706,2.0726,5.9148,0.565,4.3402,-1.5818,6.2499,5.6798,2.9315,-0.254,6.7382,-0.019658514,0.008740646,-0.010829706
TRAIN_0493,6.2246,1.9407,3.8773,3.7621,-0.4403,5.5654,3.3243,4.7934,4.9446,3.6249,0.2611,0.1151,0.6742,4.6026,1.8044,2.3308,5.2043,-1.7939,0.603,-5.7008,4.1976,1.7884,4.9246,0.1489,4.4919,5.5533,6.1529,-7.2858,5.6967,-2.0763,-1.136,7.495,1.226,5.9293,3.8785,6.3353,1.9693,-1.3085,2.0066,2.228,5.2123,3.8416,3.4464,2.4972,2.9346,8.1767,5.0212,2.0294,5.6536,3.503,6.3998,-2.4278,5.6381,0.566,5.5109,4.7473,1.7283,1.5312,6.8354,-0.024724767,0.093643848,0.014597342
TRAIN_0494,6.4475,1.3309,3.6983,4.778,-4.3655,5.2656,3.5994,5.5497,3.488,2.9781,3.8278,-2.7806,-0.5435,3.1725,1.012,2.2638,5.4296,-3.266,-1.6183,-4.3655,3.8108,-0.3025,3.525,-0.5435,5.1,6.5153,6.9979,-7.1729,6.8114,-5.5879,-3.7135,6.0546,0.007,6.2846,4.3195,6.9779,1.9845,-2.6493,0.2617,2.671,5.6483,4.9835,2.5465,2.0821,3.314,8.8728,5.4421,2.0292,4.285,3.7318,6.2247,1.5787,2.9291,0.14,6.1458,4.284,0.4344,0.6019,7.6253,-0.032603202,-0.025236524,-0.072061584
TRAIN_0495,6.0117,1.5705,5.3698,4.0287,-2.4213,7.3143,-0.9579,4.0535,3.1481,2.9824,2.7691,0.8963,1.42,4.0307,1.4621,5.5436,5.6638,-0.3467,1.6559,-2.9421,4.9413,-0.8075,-0.0994,1.7559,3.5123,5.0645,6.5178,-4.6583,4.5055,-3.7652,-1.7378,7.8616,1.5483,5.9249,5.2101,6.4859,4.0932,-2.1803,2.2296,1.1004,5.3595,5.7308,3.3214,6.9073,3.1952,9.7751,4.548,2.9511,6.2874,2.8023,5.7788,4.0515,4.8739,0.8243,6.5103,5.3909,-0.3676,-0.6202,6.6887,-0.011322552,-0.033318048,0.026603763
TRAIN_0496,7.8562,1.7973,1.9172,4.1847,0.1086,4.4565,-1.6473,3.7941,3.0139,3.8957,0.4766,-4.5678,0.464,0.4257,-2.7313,0.6637,3.6956,0.4127,-0.5048,-0.836,5.2006,1.0214,1.206,-3.9157,4.4041,4.14,5.6985,-7.3752,5.1229,-4.5678,-1.8206,7.5726,-0.9658,6.7254,3.8804,7.3702,-0.8674,-4.5678,0.6855,2.6596,5.21,4.2446,3.0139,1.7872,3.0139,8.2974,5.5509,2.3476,5.0566,4.1262,6.2057,-0.1368,2.5659,-5.0532,5.7585,4.9991,-0.6337,1.5703,7.3085,-0.056955215,0.062747263,0.011164108
TRAIN_0497,4.702,2.4497,3.9063,5.542,-3.7344,5.5433,1.6231,3.9944,3.1218,2.8527,1.9857,-1.5876,1.6725,3.858,0.535,3.8537,3.7654,-2.1495,2.0618,-0.7604,6.0937,0.7156,2.2428,-1.3323,3.7308,5.0641,6.1515,-6.5418,4.8766,-4.9568,-1.2564,6.8098,0.9258,5.9286,4.4,6.458,2.9115,0.1997,0.9094,2.9073,5.0614,5.5023,3.3606,3.9925,3.0857,8.8145,4.8745,3.5575,5.5179,3.5067,5.5125,1.7109,4.7442,-0.6592,5.8873,5.2243,0.1724,-0.352,6.9882,-0.007986824,0.016162167,0.011369128
TRAIN_0498,5.3232,1.803,0.9844,6.9628,-0.8777,5.6709,4,4.35,2.4695,2.3035,2.2809,-4.9652,0.0258,4.6164,1.8344,5.1618,3.9638,0.6729,-0.7172,-1.9295,5.2313,0.9561,1.8703,1.3165,4.1397,4.89,6.9076,-4.4797,5.1426,-2.8948,0.2286,7.4083,-0.2984,6.5671,3.6145,6.8991,3.0694,-2.6432,1.4645,2.0683,5.7021,4.3554,3.1795,2.0281,3.6325,8.531,5.245,3.5732,5.1731,3.5307,6.072,-3.3802,2.962,-4.1172,6.495,6.2456,1.6988,-0.7793,7.8436,-0.00407649,0.042694309,0.033588015
TRAIN_0499,4.5584,2.0263,3.1743,1.8492,-5.1576,6.295,2.5608,3.9835,2.5906,8.2058,2.1734,5.3646,0.2953,5.4727,-1.0701,-0.0119,3.2184,-7.4795,-0.738,-5.8945,5.9322,0.3723,3.7196,-0.537,3.3125,3.4206,6.2726,-5.8945,4.2716,-2.4351,-1.5022,6.68,-0.9403,6.7087,5.2839,7.5877,2.7165,-1.5022,3.5819,2.0616,6.3256,4.0288,2.6562,2.6356,3.0273,7.7463,4.8246,3.7415,6.2502,3.0273,5.6695,4.3522,3.8475,-0.793,4.9995,7.2499,4.27,-0.0449,8.9318,0.037397992,-0.065062203,0.007032388
TRAIN_0500,6.5999,0.9961,2.5087,2.8264,-0.6457,6.2585,3.8658,3.9587,3.5387,2.7325,0.5107,-0.032,0.8558,2.1567,2.9751,0.7275,5.1464,-0.6809,-2.1627,-4.6988,5.5192,-0.6809,-0.0782,3.5783,4.2385,5.1957,6.482,-5.4357,5.6184,-7.0207,-2.4971,6.2371,0.2177,5.2411,3.8989,6.3031,5.4163,-2.4971,2.7055,3.0891,5.5636,3.8412,2.8997,3.4621,3.8443,8.4048,4.7602,1.0508,5.9485,3.7842,6.2741,-2.3768,4.4776,1.124,5.6449,6.3872,5.8598,-0.0095,5.9966,-0.032143579,0.029959581,-0.099796552
TRAIN_0501,5.835,1.5767,4.2017,5.9121,-0.9127,5.7219,2.5127,3.988,3.5315,1.9466,2.1985,-3.8762,0.5162,2.1551,1.0211,1.4385,4.7245,0.3097,1.3018,-2.4976,5.7308,0.8131,1.6157,2.7991,3.8173,5.2731,5.4941,-6.1981,5.8943,-3.0282,-2.1106,6.7243,-0.0483,5.7888,4.2746,6.258,3.0089,0.2449,1.3793,2.606,5.3386,4.2583,3.0235,2.6253,3.4726,8.647,4.9762,3.5882,5.0095,3.9706,6.2142,1.5898,2.913,0.2113,6.1794,6.6159,-3.8762,1.0016,7.7029,-0.030491227,0.030724419,-0.007113945
TRAIN_0502,6.8666,1.0032,3.3366,5.173,-0.9099,5.671,4.6792,4.0581,2.9232,3.1471,5.4745,-2.5221,-0.3027,3.9665,1.2645,1.6728,4.4672,-0.0293,-2.8965,-3.0075,5.9069,1.2999,2.7138,2.0193,4.527,5.4229,5.7703,-7.6514,6.4312,-5.3295,-1.9235,7.9936,1.0386,6.2441,3.9415,6.6059,2.5544,-2.4419,-1.3115,2.4453,5.3048,3.6655,2.5421,2.1414,4.1692,8.6005,5.0712,3.328,4.8119,3.1964,5.6565,2.1511,4.0829,-0.2168,6.1423,7.0189,1.1332,-0.857,7.4807,-0.033700888,-0.011985707,-0.06045715
TRAIN_0503,5.3369,1.7991,0.3208,4.0668,0.7339,5.1915,3.1652,3.665,3.4839,1.1271,4.5647,-1.7342,-0.3312,-0.3557,1.9161,5.324,4.7601,2.416,0.8019,-0.7503,5.8355,-0.5396,1.162,1.317,3.9013,6.8341,6.6611,-7.2261,5.3138,-3.7666,-0.9593,6.417,0.6131,5.9226,4.1679,7.0923,4.3443,-4.4187,-0.3557,4.5785,6.3786,4.6539,3.5528,2.7921,3.2487,8.2302,5.7482,3.5263,5.4328,3.1127,5.5,-1.7342,2.01,-5.6411,5.9072,3.8039,-1.9407,-0.6261,7.1634,-0.052757901,-0.008209074,0.019568765
TRAIN_0504,7.3744,0.049,2.5318,5.6504,-0.5401,4.7683,4.7771,4.8744,4.4735,3.5606,2.3676,-1.4549,0.1613,3.1757,3.4732,0.1142,4.4027,-2.6307,0.819,-1.9593,5.834,0.0153,3.3601,2.0922,4.7853,4.8471,5.813,-5.0637,7.2004,-5.0637,-1.503,7.5228,0.049,6.4327,4.341,7.3499,3.0687,-1.0458,2.4552,3.2282,6.3866,3.721,2.8492,0.9408,3.6109,8.2794,4.5232,1.8263,6.186,4.5012,6.7405,-3.9262,2.7268,1.6395,6.3045,6.1544,2.9216,-0.8464,8.01,-0.034723806,-0.004751402,-0.097835938
TRAIN_0505,8.2513,0.3288,-0.7524,8.1604,-1.3915,5.711,4.8016,5.0698,1.7194,1.1166,3.8633,-7.3222,-0.9824,1.3817,2.645,0.4125,3.1846,-4.1523,0.8824,1.9655,5.3491,1.259,-0.1623,4.1861,4.8493,6.4164,6.4635,-5.7372,5.5085,-7.3222,-3.6218,7.8269,-1.2137,6.9413,2.7126,7.0965,2.4575,-1.8304,-1.2998,3.5209,5.4833,2.1311,2.002,0.7167,4.4944,9.4445,5.4038,2.0243,4.8549,3.7712,5.4304,-2.4642,3.6729,-5.0003,5.7694,5.0677,-0.502,1.4226,8.6662,-0.04841392,-0.011307482,-0.091475421
TRAIN_0506,6.438,1.6114,0.8556,6.6294,-3.5368,5.1321,3.4308,4.1121,3.4641,2.4615,4.6991,-2.1928,1.2426,-0.2485,1.1422,6.4245,4.2481,-1.2148,4.0683,-4.0673,5.4051,-0.6078,1.1159,0.8556,4.6428,6.5865,5.6167,-7.2372,6.5142,-7.2372,-2.1928,7.5089,-1.1287,5.6563,4.5762,6.1391,3.2696,-0.8974,-1.4558,3.9055,5.1057,5.8341,2.372,1.554,3.7607,8.6441,5.1841,2.0459,4.9349,3.7705,6.4137,2.8113,1.1508,1.4103,5.9549,5.5776,-4.9153,-0.417,7.1195,-0.024054517,0.013093058,-0.052343125
TRAIN_0507,6.5025,2.395,3.1706,5.0196,-0.7404,4.8554,2.0844,4.3889,2.8266,3.9777,5.3036,4.7142,0.2128,1.1889,1.665,3.8433,4.0812,-3.4876,2.912,-1.2506,4.2834,-1.5401,4.3872,2.5348,4.2815,7.0032,5.2563,-6.295,4.3516,-6.295,-0.7404,6.9522,1.7978,6.1575,2.0042,7.1335,4.8142,-2.3881,2.4158,2.9881,5.1853,3.6431,3.1208,2.5846,3.2384,7.8689,4.9852,4.0812,4.3207,4.5051,4.7556,1.8497,5.5727,-1.3408,5.7994,6.2459,2.2711,-0.6803,7.8869,-0.027111798,0.016930439,-0.001728196
TRAIN_0508,6.8388,2.2661,3.6044,4.4637,-3.1323,7.3651,1.7717,5.3167,2.5632,1.0976,2.472,-3.5193,0.3271,2.5368,0.4876,3.289,6.0134,2.3406,-4.4124,-2.2656,4.718,-0.8447,1.8274,-0.5055,4.5137,7.5921,5.3288,-5.6348,5.7588,-7.2198,-2.2656,6.9085,-0.3009,6.3478,5.1242,6.8422,4.9047,-2.3618,1.0423,2.5599,5.7783,5.3808,3.0482,2.8743,4.1061,9.2694,4.9354,2.9514,5.8472,3.5242,5.8625,-2.8275,4.0812,-0.1217,4.9955,4.1677,0.5013,1.4702,7.756,-0.035681833,0.013889456,-0.05924885
TRAIN_0509,6.4752,2.1166,3.9953,4.0322,2.5651,6.9102,0.885,4.0384,3.5338,4.2357,-0.0387,-1.6771,1.9415,3.4599,1.7922,3.0978,5.5635,-1.6771,-3.7046,-3.1571,4.6486,0.9569,0.6557,1.285,4.6149,5.1881,5.9263,-5.8201,6.3308,-5.0831,-2.8815,6.7219,1.5694,5.6846,5.1565,6.5016,5.1575,-0.2452,0.4342,1.9547,5.6853,5.5159,2.7811,3.7555,3.0938,8.1012,5.2296,3.0202,6.2829,3.3049,5.4403,-2.8815,4.5142,0.578,4.7671,5.0262,0.6118,2.1166,6.839,-0.023063146,0.02038901,-0.018588118
